option_name,autoload,size_bytes,owner,active_owner,recommended_action,confidence,rollback,notes
litespeed.conf.media-vpi_cron,yes,1,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.img_optm-auto,yes,1,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.img_optm-cron,yes,1,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.img_optm-ori,yes,1,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.img_optm-webp,yes,1,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.img_optm-webp_replace_srcset,yes,1,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.crawler-threads,yes,1,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.crawler-load_limit,yes,1,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.crawler-drop_domain,yes,1,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.wc_update_interval,yes,1,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wp_attachment_pages_enabled,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
gla_jetpack_connected,auto,1,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
gla_wp_tos_accepted,yes,1,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
gla_google_connected,yes,1,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wf_dismissed_upload_dicrotory_writable,off,1,wordfence,no,BLOCKED,medium,Restore from app/sql/local.sql,
wc_has_tracked_default_theme,yes,1,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
uncode_registration_legacy_check,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wpb_js_gutenberg_disable,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
uncode_check_for_vc_gutenberg_disable_option,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
elementor_onboarded,yes,1,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_submissions_db_version,yes,1,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_notes_db_version,yes,1,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_google_font,yes,1,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_optimized_gutenberg_loading,yes,1,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_optimized_image_loading,yes,1,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_meta_generator_tag,yes,1,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_tracker_notice,yes,1,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_tracker_notice,yes,1,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woof_show_author_search,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woof_first_init,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woof_set_automatically,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woof_autosubmit,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woof_show_count,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woof_show_count_dynamic,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woof_hide_dynamic_empty_pos,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woof_try_ajax,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woof_checkboxes_slide,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woof_hide_red_top_panel,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woof_sort_terms_checked,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
braapf_new_filters_converted,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
forminator_action_scheduler_db_updated,yes,1,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
forminator_default_report_entry,yes,1,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
limit_login_onboarding_popup_shown,yes,1,popup-maker,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpsupercache_count,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
jetpack_sync_settings_disable,yes,1,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_dedicated_sync_enabled,yes,1,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_sync_via_cron,yes,1,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_custom_queue_table_enabled,yes,1,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_enqueue_wait_time,yes,1,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_render_filtered_content,yes,1,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_sync_sender_enabled,yes,1,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_full_sync_sender_enabled,yes,1,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_full_sync_send_duration,yes,1,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_checksum_disable,yes,1,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_wpcom_rest_api_enabled,yes,1,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wcpay_feature_woopay_first_party_auth,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
limit_login_lockouts_total,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
w3tc_pgcache_prime_offset,no,1,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
limit_login_gdpr,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
limit_login_show_top_level_menu_item,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
limit_login_show_top_bar_menu_item,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
limit_login_hide_dashboard_widget,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
limit_login_show_warning_badge,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
limit_login_allowed_retries,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
limit_login_allowed_lockouts,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
limit_login_notify_email_after,yes,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wordfence_case,yes,1,wordfence,no,BLOCKED,medium,Restore from app/sql/local.sql,
wordfence_installed,yes,1,wordfence,no,BLOCKED,medium,Restore from app/sql/local.sql,
wordfenceActivated,yes,1,wordfence,no,BLOCKED,medium,Restore from app/sql/local.sql,
simba_tfa_priv_key_format,no,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
updraft_lock_aios_15_minutes_cron_event,no,1,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
gla_contact_info_setup,yes,1,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.img_optm.need_pull,yes,1,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
forminator_days_rating_later_dismiss,yes,1,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.admin_display.thirdparty_litespeed_check,yes,1,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wp_mail_smtp_migration_version,yes,1,wp-mail-smtp,no,BLOCKED,medium,Restore from app/sql/local.sql,
wp_mail_smtp_debug_events_db_version,yes,1,wp-mail-smtp,no,BLOCKED,medium,Restore from app/sql/local.sql,
wp_mail_smtp_activation_prevent_redirect,yes,1,wp-mail-smtp,no,BLOCKED,medium,Restore from app/sql/local.sql,
forminator_dismiss_feature_1320,yes,1,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_google_analytics_pro_notice_shown,yes,1,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_insurance_amount_mode,yes,1,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woo_inpost_dpoint_selected,yes,1,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_api_login_error,yes,1,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
user_registration_enable_auto_generated_password_email,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ur_profile_picture_migrated,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ur_size_to_limit_length_migrated,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ur_translations_migration_done,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
user_registration_general_setting_login_options,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
um_is_installed,auto,1,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
tml_user_passwords,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
tml_auto_login,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ampforwp_option_panel_view_type,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
dfwc_plugin_review,auto,1,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
forminator_dismiss_feature_1370,auto,1,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcan_default_preset_created,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_414,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_419_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_411,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_415,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_425,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_427,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_4210_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_4211_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_44_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_442_users,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_443_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_461_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_520_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_530_shop_order,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_5110_users,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_5120_users,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_5120_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_5140_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_5160_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_5180_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_5190_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_5191_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_5250_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_5260_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_600_user,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_620_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_630_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_670_shop_order,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_700_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_701_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_740_user,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_820_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_870_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_880_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_8150_user,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_8160_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_8190_product_stock_log,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_8240_shop_coupon,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_8250_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_8260_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_8340_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_8360_product,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_sm_update_8390_product_stock_log,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wtier_bfcm_twenty_twenty_four_banner_state,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wt_ier_pro_banner_dismissed,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
elementor_lazy_load_background_images,auto,1,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
forminator_dismiss_feature_1380,auto,1,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
forminator_rating_dismissed,auto,1,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ml_new_group_segments,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ml_data_table,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ml_account_authenticated,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woo_mailerlite_platform,auto,1,woo-mailerlite,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
mailerlite_additional_sub_fields,auto,1,woo-mailerlite,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
mailerlite_disable_checkout_sync,auto,1,woo-mailerlite,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woo_ml_auto_update,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
new_plugin_enabled,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
mailerlite_popups_disabled,auto,1,woo-mailerlite,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woo_ml_new_sync,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woo_ml_integration_setup,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wt_p_iew_basic_review_request,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
forminator_dismiss_feature_1400,auto,1,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraft_lock_wpo_page_cache_preloader_creating_tasks,no,1,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraft_lock_wpo_minify_preloader_creating_tasks,no,1,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
user_registration_captcha_setting_recaptcha_enable_v2,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ur_captcha_settings_migrated,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
user_registration_content_restriction_enable,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wp_mail_smtp_queue_db_version,on,1,wp-mail-smtp,no,BLOCKED,medium,Restore from app/sql/local.sql,
wp_mail_logging_db_version,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
googlesitekit_owner_id,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
cmplz_active_integrations,auto,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_first_sync_started,off,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_purposes_stored,off,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_serviceTypes_stored,off,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_sync_cookies_complete,off,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_sync_services_complete,off,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_sync_cookies_after_services_complete,off,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_wizard_completed_once,auto,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_wsc_websitescan_dismissed,off,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_wsc_newsletter_dismissed,off,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_wsc_auth_completed,off,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_synced_cookiedatabase_once,auto,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_wsc_scan_first_run,off,1,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ilcc_settings_analytics_is_shown,on,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rank_math_registration_skip,auto,1,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
rank_math_review_posts_converted,auto,1,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
rank_math_wizard_completed,off,1,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
rank_math_viewed_seo_analyer,off,1,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
rank_math_content_ai_viewed,off,1,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
rank_math_analytics_installed,auto,1,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
rank_math_is_configured,off,1,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
nickx_zoomlevel,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
nickx_thumbnails_to_show,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
villatheme_bulky-bulk-edit-products-for-woo_start_use,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
taxopress_autolink_ids_increament,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
taxopress_default_autolinks,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
taxopress_autoterm_ids_increament,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
taxopress_default_autoterms,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
taxopress_tagcloud_ids_increament,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
taxopress_default_tagclouds,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
taxopress_posttags_ids_increament,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
taxopress_default_posttagss,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
taxopress_relatedpost_ids_increament,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
taxopress_default_relatedposts,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
taxopress_3_23_0_upgrade_completed,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
taxopress_3_28_0_upgrade_completed,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
migrate_taxopress_ai_legacy_api,auto,1,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpai_modal_review_dismissed,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wpai_modal_review_dismissed_times,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rank_math_pro_notice_delayed,off,1,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
rank_math_review_notice_delayed,off,1,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
elementor_landing_pages_activation,auto,1,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpforms_constant_contact_version,auto,1,wpforms,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
hfe_is_theme_supported,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
hfe_start_onboarding,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wp_all_export_free_addons_not_included,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rank_math_pro_notice_added,off,1,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
rank_math_review_notice_added,off,1,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
_site_transient_imagify_check_licence_1,off,1,imagify,no,PURGE-CANDIDATE,high,Restore from app/sql/local.sql,
ilcc_settings_marketing_is_shown,on,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
elementor_local_google_fonts,auto,1,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
gla_enhanced_conversions_enabled,auto,1,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woosea_count_activation,off,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wp_all_export_pro_addons_not_included,auto,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
updraftplus_unlocked_f,no,1,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraftplus_semaphore_f,no,1,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wp_notes_notify,on,1,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
can_compress_scripts,on,1,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
aios_start_onboarding,off,1,all-in-one-wp-security,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_product_lookup_table_is_generating,auto,1,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_catalog_rows,auto,1,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_catalog_columns,auto,1,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
rank_math_console_connection_error,auto,1,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
_transient__woocommerce_helper_updates_count,off,1,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
moderation_keys,no,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
category_base,yes,0,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
gmt_offset,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
comment_registration,yes,0,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
upload_path,yes,0,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
tag_base,yes,0,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
show_avatars,yes,0,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
upload_url_path,yes,0,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
image_default_link_type,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
image_default_size,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
image_default_align,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
close_comments_for_old_posts,yes,0,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
page_comments,yes,0,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
theme_switched,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
envato_purchase_code_20528207,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_store_address_2,yes,0,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_ship_to_countries,yes,0,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_stock_format,yes,0,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_tax_classes,yes,0,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_price_display_suffix,yes,0,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_myaccount_downloads_endpoint,yes,0,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
yith_wcwl_add_to_wishlist_custom_icon,yes,0,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_added_to_wishlist_custom_icon,yes,0,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_custom_css,yes,0,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_socials_text,yes,0,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_socials_image_url,yes,0,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_add_to_cart_custom_icon,yes,0,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_fb_button_custom_icon,yes,0,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_tw_button_custom_icon,yes,0,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_pr_button_custom_icon,yes,0,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_em_button_custom_icon,yes,0,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_wa_button_custom_icon,yes,0,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
bsf_force_check_extensions,no,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
bsf_skip_author,no,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
duplicate_post_blacklist,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
like_box_profile_id,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
pum_files_writeable,yes,0,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_pum_writeable_notice_dismissed,yes,0,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
easypack_dispatch_point_office_hours,yes,0,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
